author,publish_date,title,text,source,url,"Fakeness (0,1)",Sentiments (0-4),Emotion 1-7,Categories
['Chris Cillizza’],2020-04-15,Kellyanne Conway's simply false spin on 'Covid-19',"(CNN) No one can spin like Kellyanne Conway. It's the secret to how she has lasted so long as senior counselor to President Donald Trump, someone who puts a premium on his advisers' ability to take lemons and turn them into lemonade. Or at least tell people they turned them into lemonade.

But Conway's sangfroid for spin occasionally gets her into trouble. Wednesday morning was one of those times. In an appearance on ""Fox & Friends,"" Conway was asked about Trump's decision Tuesday to revoke US funding for the World Health Organization. Here's what she said (bolding is mine):

""The President took decisive and immediate action at the end of January to shut down flights to China. That was criticized by the WHO. It was criticized by other people as xenophobic and racist and travel bans don't work. Well, this one sure did. We have every right to know. And every right to know because what's happened here in this global pandemic. But there's another reason, some of the scientists and doctors say that there could be other strains later on. This could come back in the fall in a limited way. This is Covid-19, not Covid-1, folks. You would think that people charged with the World Health Organization facts and figures would be on top of that. This is just a pause right now. So there is an investigation, examination to what happened. But people should know the facts.""

The message Conway is trying to spin here is clear: The WHO had 18 previous chances to tell the world about Covid-19 -- and didn't do a good job of it. Man, they must really stink! Or, are they, maybe, hiding things from America?!?!!?

Except ... the reason the novel coronavirus is called Covid-19 is because it emerged in, well, 2019. As the WHO noted in in its February 11 Situation Report

Read More",cnn,https://www.cnn.com/2020/04/15/politics/kellyanne-conway-covid-19-coronavirus/index.html,0,4,Angry-Disgusted,POLITICS
['Maeve Reston'],2020-04-19,Trump: 'Testing is a local thing',"(CNN) Amid rising tensions with governors , President Donald Trump touted the number of coronavirus tests being conducted in the United States, insisting that the federal government is helping states get needed supplies and announcing that he is invoking the Defense Production Act to help with producing nasal swabs, a critical component for testing.

""Our testing is expanding very rapidly by millions and millions of people,"" Trump claimed Sunday night during the coronavirus task force briefing. It was unclear why the President cited that number since the US is only testing about 150,000 people daily.

A day after he lashed out at governors , the President said he was working very well with governors and played clips of New York Gov. Andrew Cuomo, a Democrat, praising aspects of the federal response. At the same time, Trump continued to contend that the federal government cannot be responsible for testing in each community.

""The governors wanted to have total control over the opening of their states. But now they want to have us, the federal government, do the testing,"" Trump said.

""Testing is local. You can't have it both ways. Testing is a local thing. It's very important. It's great. But it's a local thing. And we are going to get it done to a level in a very short period of time. All the swabs are coming in, all the necessary materials. A lot of them are already there, but a lot of people don't know that yet.""

Addressing some of the concerns from governors in recent days about the lack of supplies needed to conduct the tests, he held up one of the nasal swabs that is being used in some tests and compared it to a Q-tip, while acknowledging that it is a more complex tool.

Last week, Trump said the administration is sending out more than 5 million nasal swabs, but he said Sunday some states ""don't know where they are."" The President said he is using the Defense Production Act to ramp up production of swabs, a critical component of the tests that has been in short supply in many states across the country.

""The swabs -- that's easy,"" Trump continued. ""We have them coming in by the tens of millions."" He said the nation will end up with so many swabs ""you won't know what to do with them.""

The administration is finalizing a deal with a company that is converting its plant to produce 10 million swabs per month and is using his powers under the Defense Production Act to force another company to match that production so the nation will have access to 20 million additional swabs per month.

Two people familiar with the decision told CNN that company is Puritan Medical Products, which is based in Maine. It is known for making ""flocked swabs,"" which it says are better at collecting specimens than others.

Trump said the administration had experienced ""difficulty"" with the company, but did not elaborate further. Puritan did not immediately respond to CNN's request for comment.

Relationship with governors

Trump announced that Vice President Mike Pence will call the nation's governors Monday after several days of tension over who should be responsible for obtaining the critical components needed to conduct coronavirus tests, including nasal swabs, the viral transport medium need to carry the specimens and chemical reagent, which is used to help determine the diagnosis.

Pence plans to make the call from the Federal Emergency Management Agency's headquarters to discuss coronavirus testing and ""develop locally tailored testing strategies.""

On Saturday, he lashed out at governors for ""complaining,"" asserting that they were politicizing the testing issue in the same fashion as when they were calling for ventilators in recent weeks.

But even some Republican governors are disputing that notion, stating that it will be impossible to reopen private businesses -- as Trump wants to do by early May -- without expansive testing to know who is healthy and who is not.

On CNN's ""State of the Union,"" Maryland Gov. Larry Hogan, a Republican, said the lack of testing is the number one problem in America and ""has been since the beginning of the crisis.""

""The administration, I think, is trying to ramp up testing. They are doing some things with respect to private labs,"" Hogan told CNN's Jake Tapper. ""But to try and push this off to say that the governors have plenty of testing and they should just get to work on testing -- somehow we aren't doing our job -- is just absolutely false.""

On NBC's ""Meet the Press"" Sunday, Ohio Gov. Mike DeWine, also a Republican, said he could probably double or even triple testing virtually overnight ""if the FDA would prioritize companies that are putting a slightly different formula together for the extraction reagent kit.""

""We have a shortage, worldwide shortage, of some of the materials that go into this,"" DeWine told NBC's Chuck Todd. ""So, we really need help -- if anybody in the FDA is watching, this would really take our, take our capacity up, literally Chuck, overnight.""

Cuomo warned on Sunday that if New York were to open businesses too quickly, the cases would accelerate again instead of that number going down.

""We apex, we plateaued, it's coming down the other side. That is good news,"" Cuomo said Sunday. ""So we exhale, we can control the beast -- yes -- but the beast is still alive. We did not kill the beast. And the beast can rise up again.""

Even when some businesses are allowed to reopen at an undetermined date in the future, he said state officials will be closely monitoring the infection and hospitalization rates.

If the infection begins to spread again, ""you can go right back to where you were in one week's time,"" Cuomo said. ""And if we went through all of this and lost all of these people and forced essential workers and hospital workers to do unbelievable tasks to get us through this crisis -- and we recreate the crisis, then shame on us.""

A self-congratulatory briefing

On a day when the number of coronavirus deaths in the United States surpassed 40,000 people and after the number of people who have filed for unemployment hit 22 million , Trump defended his decision to play self-congratulatory clips during the briefing.

Asked by CNN's Jeremy Diamond whether it was the right time to tout the his response given the high number of deaths and the hardships that many jobless Americans are facing, Trump said he was merely ""standing up for the men and women who have done such an incredible job.""

""I'm sticking up for those people. I am also sticking up for the doctors and nurses and military doctors and nurses,"" he said. The President also made the baseless claim that ""those people have been excoriated by the fake news.""

""It's not about me. Nothing is about me. You are never going to treat me fairly, many of you, and I understand that,"" Trump said, berating reporters.

But just a few minutes earlier, Trump had, in fact, made the briefing about his leadership since the beginning of the pandemic.

Suggesting that other countries decided to ""wing it"" during the early onset of the coronavirus, Trump once again touted his decision on ""banning people coming in from China"" and later from parts of Europe, even though his order only applied to nationals from those countries and did not include, for example, Americans living or traveling in China.

""We would have had millions of deaths instead of -- it looks like we'll be at about the 60,000 mark, which is 40,000 less than the lowest number thought of,"" he said.

Trump went on to praise Democratic governors who have complimented parts of the federal response, including Cuomo, Louisiana Gov. John Bel Edwards and California Gov. Gavin Newsom. He then played the clip of Cuomo describing how the President sent in the Army Corps of Engineers to build 2,500 beds at the Javits Center in New York.

""These were just extraordinary efforts and acts of mobilization, and the federal government stepped up and was a great partner,"" Cuomo said in the clip from his Sunday briefing.

""It was really a very nice thing that he said and people appreciate that,"" Trump said after complaining that his staff had not included a last clip that he wanted to play in the montage.

""I believe that the terms the governor used was phenomenal. 'You've done a phenomenal job—that was the term, that was the only sentence they left out (of the clips played during the briefing), which is okay, but I appreciate that that's what Gov. Cuomo said,"" Trump continued.

Small business package negotiations

Trump said Sunday he was optimistic about the ongoing negotiations between Treasury Secretary Steven Mnuchin and Democratic congressional leaders to provide billions of additional dollars to small businesses to continue the Payroll Protection Program.

""We are very close to a deal. I can't tell you whether we're going to get the deal or not,"" Trump said. ""We want to take care of our workers we want to take care of our small companies.""

""We are also looking at helping our hospitals and our rural hospitals who have been hurt very badly,"" he said. ""The rural hospitals for a long time have not been treated properly. We are looking to help them and beyond.""",cnn,https://www.cnn.com/2020/04/19/politics/trump-briefing-sunday-april-19/index.html,0,4,Surprised,POLITICS
"['Jessie Yeung', 'Brett Mckeehan', 'Ivana Kottasová', 'Amir Vera', ""Cnn'S Laura Ly"", 'Cnn S Homero De La Fuente', ""Jennifer Hauser"", ""Cnn'S Hollie Silverman"", 'Cnn S Laura Perez-Maestro', ""Cnn'S Kevin Bohn""]",2020-03-14,Two New York State Assembly members among state's coronavirus cases,"New York State Assembly members Helene Weinstein and Charles Barron have both tested positive for coronavirus, according to a statement from Gov. Andrew Cuomo Saturday.

""It is important to note that both members have not been in Albany since early March for separate reasons,"" Cuomo's statement read.

The Capital and Legislative Office Building will undergo ""an intensive cleaning,"" Cuomo said, and all legislators who came in contact with Weinstein and Barron will be tested.

""Additionally, out of an abundance of caution we are closing the Capitol to visitors effective tomorrow,"" Cuomo said.",cnn,https://www.cnn.com/world/live-news/coronavirus-outbreak-03-14-20-intl-hnk/h_5cf82c46305a52487b6716a9bdcc80a3,0,4,Surprised,POLITICS
"['Ivana Kottasová', 'Jessie Yeung', 'Adam Renton', 'Cnn S Yoonjung Seo', 'Jake Kwon', 'Mohammed Tawfeeq']",2020-02-12,Evacuation flight carrying 140 South Korean citizens arrives in Seoul,"An evacuation plane carrying 140 South Koreans and their Chinese family members arrived in Seoul today, according to the South Korean foreign ministry.

The plane had departed Wuhan, where the outbreak began, yesterday. This is the third chartered plane South Korea has sent to retrieve its citizens and their families from the Chinese city.

These evacuees will now be quarantined at a military school facility located in a rural area.

According to the ministry, there were approximately 2,000 South Korean citizens residing in Wuhan. A total of 841 citizens had been repatriated so far through the three chartered flights.",cnn,https://www.cnn.com/asia/live-news/coronavirus-outbreak-02-12-20-intl-hnk/h_564f37dcc11578a0682f1783461c0c9d,0,4,Sad,TRAVEL
"['Ivana Kottasová', 'Jessie Yeung', 'Adam Renton', ""Cnn'S Yoko Wakatsuki In Tokyo"", 'Eric Cheung In Hong Kong', 'Cnn S Mick Krever In Tokyo', ""Nikki Carvajal"", 'Cnn S Yoko Wakatsuki', 'Junko Ogura', 'Mick Krever In Tokyo']",2020-02-12,"More than 5,000 people are still stuck on two ships because of coronavirus fears","National security adviser Robert O'Brien on October 23, 2019. Saul Loeb/AFP/Getty Images

US national security adviser Robert O’Brien said the novel coronavirus could have negative consequences for the US-China trade deal, but it won’t fundamentally change the agreement.

“This could have an impact on the phase one deal,” O’Brien said Tuesday evening.

“It’s not going to change the phase one deal,” he continued. “It’s just we expect that part of the phase one deal China will spend more money on US agricultural products, and we’ll have to see how that plays out.”

Virus conspiracy theory: O'Brien also admitted that it’s not clear where the virus came from, and would not flatly deny theories that it may have originated as a biological weapon, as Sen. Tom Cotton of Arkansas has suggested.

“I’ve seen those reports, and Twitter and the internet are alive with them,” he said. “I don’t have any information on that one way or the other.""

Chinese backlash: China's ambassador to the US criticized Cotton for giving credence to the unconfirmed conspiracy theories about the virus, telling CBS News a lot about the virus remains unknown.",cnn,https://www.cnn.com/asia/live-news/coronavirus-outbreak-02-12-20-intl-hnk/h_b416f227bc3fd3c61f33ea82e1d91170,0,4,Fearful,TRAVEL
['Agence France-Presse'],2020-01-28,China coronavirus: German man infected by colleague who had travelled to Wuhan,"A German man who tested positive for the strain of coronavirus currently sweeping China was infected by a work colleague, officials said on Tuesday, in what is believed to be the first human transmission in Europe.
The man had not visited China but a Chinese work colleague who was in Germany last week had “started to feel sick on the flight home on January 23”, said Andreas Zapf, head of the Bavarian State Office for Health and Food Safety.
He had attended a training session given by his Chinese colleague on January 21 at the office of a car parts supplier Webasto in Stockdorf in Bavaria and tested positive for the virus on Monday evening.
Unlike the other patients, the 33-year-old had not recently travelled to China.

He remains in hospital in an isolation ward, but Zapf said he “was doing well”.


The Chinese woman immediately sought medical attention on her return to China and was confirmed to have caught the virus, which has spread rapidly in recent weeks after first emerging in the Chinese city of Wuhan.

The woman had recently returned from visiting her parents in the Wuhan region, Zapf said.

In a statement, the Webasto company said it had halted all business travel to and from China “for at least the next two weeks”.

Health officials are checking some 40 people that the two infected workers have been in contact with recently, including colleagues and family members.

The virus, which can cause a pneumonia-like acute respiratory infection, has so far killed 106 people and infected over 4,000 -- the bulk of them in and around Wuhan. Cases have also been reported in a string of other countries, including the United States, France, Australia and Japan.

France was the first European country to be affected by the outbreak, which has reported three known cases of the virus. All three had recently travelled to China and have been placed in isolation.

Germany has recommended its citizens avoid “unnecessary” trips to China as the virus spreads.
The country is also considering the possible evacuation of its nationals from the Chinese city of Wuhan, the epicentre of the virus.
China has tried to curb new infections by cordoning off entire cities right in the midst of the Lunar New Year, when millions of people normally travel to take holidays and visit family in other parts of the vast country.

Beijing has also extended the Lunar New Year holiday until Sunday in a bid to limit the movement of people.
The real number of infected in China could be much higher. Gabriel Leung, head of the Li Ka Shing Faculty of Medicine at the University of Hong Kong, said on Monday that his team’s research indicated that there were likely around 44,000 cases at the incubation stage.
Most of those who died from lung disease after catching the virus were elderly or had pre-existing conditions.

Cases of the coronavirus have also been reported in South Korea, Taiwan, Thailand, Nepal, Vietnam, Saudi Arabia, Singapore, the United States, France and Australia.
Many countries in Europe and Asia are planning to repatriate their citizens from Wuhan. Japan, the United States and France have already begun repatriation operations.

Coronaviruses are a family of viruses ranging from a common cold to more severe disease like Severe Acute Respiratory Syndrome (Sars).
The new coronavirus was first discovered in the city of Wuhan in China’s Hubei province in December.",scmp,https://www.scmp.com/news/world/europe/article/3047848/china-coronavirus-germany-confirms-first-case,0,2,Surprised,TRAVEL
['Agence France-Presse'],2020-01-24,China coronavirus: US investigating second suspected case,"Authorities in Texas are investigating a second suspected case on US soil of a deadly Chinese virus, namely a college student who had recently returned from the city at the heart of the outbreak, officials said on Thursday.
Brazos County, just northwest of Houston, “is investigating a suspected case of the 2019 Novel Coronavirus (2019-nCoV)”, its health authority wrote in a statement on Facebook.
“The patient travelled from Wuhan, China, where the coronavirus originated,” it added.
The patient’s age is somewhere between 20 and 30 and they returned to the United States, where they are attending Texas A&M University, days before health screenings began at airports on January 15, local health official Eric Wilke told reporters.

“The person presented to an area emergency department yesterday mostly out of concern, not out of symptoms,” said Wilke, adding that they were now being kept isolated at home while testing was performed, with the result likely to arrive over the next day or two.


The patient had “mild upper respiratory symptoms” including cough and congestion and appeared to be improving. Such symptoms are common in the middle of winter flu season, but the patient was being screened further on the basis of their travel history.
A blood sample has been sent to the headquarters of the Centres for Disease Control and Prevention (CDC) in Atlanta, Georgia, which should arrive late Thursday or early Friday, with a result expected within 24 hours after that.

If the case is confirmed, the patient would be the second person to be infected with the pathogen on US soil after a man in his 30s near Seattle reported himself to authorities on January 19. That man, a US resident who also recently travelled to Wuhan, is said to be recovering well and is due to be released from hospital soon.

CDC officials had already warned that there would be more cases in the US given the frequency of international travel.

All air traffic from Wuhan is currently being funnelled through five airports where health officials have been deployed to carry out screening with questionnaires and temperature checks.

The new respiratory virus has claimed 18 lives since emerging from a seafood and animal market in Wuhan and infected hundreds more.

China has locked down some 20 million people at the epicentre of the outbreak, but the World Health Organisation said Thursday the disease did not yet constitute a global health emergency.
But it has generated alarm because of its similarity to Sars (Severe Acute Respiratory Syndrome), which killed nearly 650 people across mainland China and Hong Kong in 2002-2003.",scmp,https://www.scmp.com/news/world/united-states-canada/article/3047462/china-coronavirus-us-investigating-second-suspected,0,2,Fearful,WELLNESS
['Orange Wang'],2020-03-13,China’s inbound foreign direct investment plunges in February as coronavirus disrupts economy,"Foreign direct investment into China shrank by a quarter last month from a year earlier amid an outbreak of coronavirus, the Ministry of Commerce said on Friday, underscoring the tough job facing Beijing to woo overseas investment in its slowing economy.
Investment into China fell 25.6 per cent in February in yuan terms from a year ago, after increasing 4 per cent in January, Zong Changqing, head of the ministry’s foreign investment department, said at a press conference in Beijing.
“It will be an extremely challenging job to stabilise foreign investment this year,” he said.
The drop in FDI last month is not surprising as manufacturing and service activities in China came to a halt in February as the government imposed draconian controls to contain the spread of the virus.
Beijing fears the impact of the coronavirus, which has disrupted global supply chains in the car and electronics industries, could accelerate the exodus of manufacturing from China as companies seek to avoid over-reliance on one country.


Chinese President Xi Jinping last month urged officials to pay particular attention to helping the China-based operations of foreign companies, which play an important part in global value chains. Local governments across China are rushing to help big-name investors such as Tesla and big exporters such as Foxconn overcome the effects of the pandemic.

Premier Li Keqiang, the No. 2 official in the Chinese leadership, wrote to Starbucks congratulating the company for recently signing off on a new investment deal in China. The Seattle-based company decided to spend US$130 million to build a coffee roasting factory in Kunshan, Jiangsu province, with the location now officially known as “Starbucks China Coffee Innovation Park”.
“China’s market potential is huge and its long-term sound economic trend remains, and China will continue to be a hot destination for foreign investment,” said Li’s letter, which was published on the Chinese government’s website.

China is struggling to maintain its position in global value chains. Rising costs and increasingly unfriendly business environment are causing many potential investors to drag their feet.

The UN Conference on Trade and Development said in a report earlier this week that the coronavirus outbreak will cause global FDI to shrink by between 5 per cent and 15 per cent from previous forecasts and may fall to the lowest level since the financial crisis in 2008.

China attracted US$138 billion worth of foreign direct investment inflows in 2019, an increase of 2.4 per cent from 2018, keeping its position as the world’s second biggest FDI recipient after the United States.",scmp,https://www.scmp.com/economy/china-economy/article/3075133/chinas-inbound-foreign-direct-investment-plunges-february,0,2,Surprised,BUSINESS
['Matt Ho'],2020-04-15,"China’s initial coronavirus outbreak in Wuhan spread twice as fast as we thought, new study suggests","The new coronavirus could have been twice as contagious as previously thought when it spread from its initial epicentre in central China, a fresh look at the early stages of the outbreak has suggested.
Epidemiologists had previously estimated that each person with Covid-19, the disease caused by the virus, infected two to three people on average, based on early cases in the city of Wuhan.
But researchers in the United States have said that the chaos in Wuhan as infections there rose at the start of the year may have produced incomplete data and a distorted picture.
The new estimation by Los Alamos National Laboratory in New Mexico is that those who carried the coronavirus in Wuhan were passing it on to 5.7 people on average.


The finding could help public health experts to refine their containment and vaccination strategies.
In their study, published last week in the journal Emerging Infectious Diseases, the researchers, led by Steven Sanche and Lin Yen-ting, wrote: “Unavailability of diagnostic reagents early in the outbreak, changes in surveillance intensity and case definitions, and overwhelmed health care systems confound estimates of the growth of the outbreak based on data.”

The Los Alamos research analysed about 140 early patients outside Hubei province, of which Wuhan is the capital, to project how intensely the coronavirus was spreading from the epicentre. Most of the initial cases in other provinces had epidemiological links or exposure to Wuhan.

“By the time cases were confirmed in provinces outside Hubei, all of the provinces of China had access to diagnostic kits and were engaging in active surveillance of travellers out of Wuhan,” the researchers said.

“The health care systems outside Hubei were not yet overwhelmed with cases and were actively searching for [their] first positive case, leading to much lower bias in the reporting.”

Many provinces’ health commission or local Centre for Disease Control and Prevention (CDC) would also release basic epidemiological information on how each patient could have been related to another, or where they had shared exposure.

The US researchers also used mobile phone data to estimate the numbers of daily travellers in and out of Wuhan.

Their projection was then compared back with the death rate pattern in Wuhan, which was more clearly defined and consistent than the city’s other data on the outbreak.
They found that instead of taking six to seven days for the number of infected people to double, as was previously thought, it took only 2.3 to 3.3 days to do so.

Based on their newly estimated intensity of the initial outbreak, the research team said that achieving so-called herd immunity would need at least 82 per cent of people to be immune (by infection or vaccination) to stop the contagion spreading in a population – not about 60 per cent, as previous research suggested.

In late January, researchers from mainland China and Hong Kong, including China CDC chief George Gao, had estimated that a Covid-19 patient could infect an average of 2.2 people, based on studying 425 patients in Wuhan.

A more recent estimate of this reproduction number, by Imperial College London last month, found the figure for 11 European countries including Britain to be 3.87 people.
Also last month, research at Payame Noor University in Tehran, which was subject to peer review, found that an average of 4.86 people could be infected per patient in the first week of the outbreak in Iran.
The reproduction number for the 2002-03 severe acute respiratory syndrome (Sars) outbreak – which infected over 8,000 people and killed nearly 800, mostly in mainland China and Hong Kong – was estimated by the World Health Organisation to be 3.
The authors of the new Los Alamos study added that a higher level of infectiousness meant that if asymptomatic carriers accounted for a substantial proportion of transmission, then quarantine and tracing of contacts of those showing symptoms would not be enough to halt the virus’ spread.
“When 20 per cent of transmission is driven by unidentified infected persons, high levels of social distancing efforts will be needed to contain the virus,” they said.
“The decline in newly confirmed cases in [mainland] China and South Korea in March 2020 and the stably low incidences in Taiwan, Hong Kong and Singapore, strongly suggest that the spread of the virus can be contained with early and appropriate measures.”
Plunges in official and private sector purchasing managers’ indices amid the coronavirus outbreak have prompted sharp revisions of China’s economic forecasts for 2020, with the odds now rising that China will report a sharp deceleration in growth – or even a contraction – in the first quarter.

“The coronavirus epidemic has obviously impacted China’s economy. It is necessary to pay attention to the divergence of business sentiment between the manufacturing and the service sectors,” added Zhong.

“While recent supportive policies for manufacturing, small businesses and industries heavily affected by the epidemic have had a more obvious effect on the manufacturing sector, it is more difficult for service companies to make up their cash flow losses.”",scmp,https://www.scmp.com/news/china/science/article/3079879/chinas-initial-coronavirus-outbreak-wuhan-spread-twice-fast-we,0,4,Surprised,SCIENCE
['Finbarr Bermingham'],2020-03-31,"Coronavirus: China’s March PMI steadies, but economy not out of the woods yet","China's economy showed signs of a recovery in March after a nationwide lockdown paralysed business in February, but analysts warned that it is not yet out of the woods.
Despite stronger-than-expected government data released on Tuesday, a series of threats lying ahead could derail China’s fragile recovery, including a second wave of infections, a global recession, worsening deflation due to plunging oil prices and a potentially sharp fall in the property market.
“While the lowest point is behind us, it’s not the time to celebrate,” said Larry Hu, chief China economist at Macquarie Bank.
For now, March’s figures suggest that business conditions are improving considerably, as more people are able to return to work and coronavirus cases continue to fall.
The official purchasing managers’ index (PMIs) surveys showed that both the manufacturing and services sectors returned to growth in March, with many factories and retailers reopening as mainland authorities got the pandemic under control.


It will be welcome news for Beijing after a series of economic data plunged to all-time lows in January and February – including February’s PMIs, which are viewed as leading indicators of the state of the economy for the month ahead.

The manufacturing PMI, a survey of sentiment among factory owners, bounced back to 52.0 in March from 35.7 in February, which was an all-time low by some distance.

China’s non-manufacturing PMI – including both the services and construction sectors – was even weaker in February at 29.6, but its recovery to 52.3 was more marked.

A number above 50 signifies growth in sector activity, while a number below indicates contraction.

Both indices were significantly higher than expected and produced the V-shaped recovery in sentiment that policymakers had been so desperately pursuing.

But analysts warned that this may be short-lived as virus containment measures are set to sap demand across the globe, hitting China’s exports hard.
This was perhaps reflected in the fact that while many key components of the PMIs returned to growth in March, new export orders remained negative at 46.4.

“We would like to emphasise that the 52 reading [for manufacturing PMI] actually means a weak business resumption,” said Lu Ting, chief China economist at Nomura.

“We view the jump in both the manufacturing and non-manufacturing PMIs in March as one-off gains from the very low comparison bases in February.”
The dramatic collapse of the economy in the second month of the year meant March’s economic data was always likely to show a positive spike, with PMIs highly sensitive to short-term fluctuations in business conditions due to the way they are collated. Researchers simply ask respondents if things are better or worse than they were the previous month.
“This does not mean output is now back to its pre-virus trend,” said Julian Evans-Pritchard, senior China economist at Capital Economics, in a note. “Instead, it simply suggests that economic activity improved modestly relative to February’s dismal showing, but remains well below pre-virus levels. This is consistent with what the daily activity indicators show.”

Officials in Beijing have been vocal in recent days about their concerns of a possible second economic shock wave. At a press conference in the capital on Monday, vice-minister of industry and information technology Xin Guobin said that small businesses and exporters might “struggle to survive” in the months ahead, due to global economic turbulence.
That was reflected in a new study by investment firm Fidelity International that showed while more than half of restaurants in China have reopened, daily turnover was 40 to 50 per cent below levels seen before the outbreak. Hotel occupancy figures, meanwhile, remain in single digits.
“Expect further slack in quarters three and four, which means the authorities will have to postpone their target to double gross domestic product growth levels to the first half of 2021,” said Carlos Casanova, Asia-Pacific economist at insurer Coface.",scmp,https://www.scmp.com/economy/china-economy/article/3077760/coronavirus-chinas-march-pmi-steadies-economy-not-out-woods,0,3,Fearful,BUSINESS
